URL,Headline,Description,price,productImage,Plp-image Description,imageBack,Rating
https://www.ikea.com/de/en/p/platsa-wardrobe-with-5-doors-white-straumen-mirror-glass-fonnes-white-s79586692/,PLATSA,"Wardrobe with 5 doors , white STRAUMEN mirror glass/FONNES white , 220x57x181 cm",524.00€,https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-5-doors-white-straumen-mirror-glass-fonnes-white__1394362_pe966519_s5.jpg?f=xxs,A white PLATSA storage unit with open compartments and shelves.,https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-5-doors-white-straumen-mirror-glass-fonnes-white__1394361_pe966520_s5.jpg?f=xxs,Review: 3.8 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/visthus-wardrobe-grey-white-90493446/,VISTHUS,"Wardrobe , grey/white , 122x59x216 cm",399.00€,https://www.ikea.com/de/en/images/products/visthus-wardrobe-grey-white__0592302_pe674454_s5.jpg?f=xxs,"A VISTHUS wardrobe in white with modern design, featuring multiple drawers and adjustable shelves.",https://www.ikea.com/de/en/images/products/visthus-wardrobe-grey-white__1131653_pe878066_s5.jpg?f=xxs,Review: 4.7 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/kleppstad-wardrobe-with-sliding-doors-white-90437238/,KLEPPSTAD,"Wardrobe with sliding doors , white , 117x55x176 cm",179.00€,https://www.ikea.com/de/en/images/products/kleppstad-wardrobe-with-sliding-doors-white__0823547_pe775917_s5.jpg?f=xxs,"A white KLEPPSTAD wardrobe with sliding doors, made from fibreboard and particleboard, rectangular shape with a minimalist design.",https://www.ikea.com/de/en/images/products/kleppstad-wardrobe-with-sliding-doors-white__0824204_pe776026_s5.jpg?f=xxs,Review: 4.2 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-hasvik-wardrobe-white-white-s79502796/,PAX / HASVIK,"Wardrobe , white/white , 150x66x201 cm",282.00€,https://www.ikea.com/de/en/images/products/pax-hasvik-wardrobe-white-white__1190098_pe900086_s5.jpg?f=xxs,A white ikea PAX wardrobe with sliding doors and inner shelves.,https://www.ikea.com/de/en/images/products/pax-hasvik-wardrobe-white-white__1182054_pe896951_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/vilhatten-wardrobe-with-2-doors-and-2-drawers-oak-effect-70530609/,VILHATTEN,"Wardrobe with 2 doors and 2 drawers , oak effect , 98x57x190 cm",159.00€,https://www.ikea.com/de/en/images/products/vilhatten-wardrobe-with-2-doors-and-2-drawers-oak-effect__1163155_pe890133_s5.jpg?f=xxs,"A VILHATTEN wardrobe in oak finish, designed for both hanging and folding clothes, featuring two doors and two drawers.",https://www.ikea.com/de/en/images/products/vilhatten-wardrobe-with-2-doors-and-2-drawers-oak-effect__1163151_pe890132_s5.jpg?f=xxs,Review: 4.3 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-grimo-wardrobe-combination-white-white-white-s09607424/,PAX / GRIMO,"Wardrobe combination , white white/white , 285x60x201 cm",880.00€,https://www.ikea.com/de/en/images/products/pax-grimo-wardrobe-combination-white-white-white__1444045_pe987306_s5.jpg?f=xxs,"PAX / GRIMO Wardrobe combination, white white/white, 285x60x201 cm",https://www.ikea.com/de/en/images/products/pax-grimo-wardrobe-combination-white-white-white__1466573_pe995521_s5.jpg?f=xxs,Review: 4.7 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-flisberget-wardrobe-white-light-beige-s09502634/,PAX / FLISBERGET,"Wardrobe , white/light beige , 200x60x201 cm",635.00€,https://www.ikea.com/de/en/images/products/pax-flisberget-wardrobe-white-light-beige__1193437_pe901475_s5.jpg?f=xxs,An open white PAX wardrobe with shelves and hanging space.,https://www.ikea.com/de/en/images/products/pax-flisberget-wardrobe-white-light-beige__0856454_pe667906_s5.jpg?f=xxs,
https://www.ikea.com/de/en/p/hauga-wardrobe-with-sliding-doors-white-60456916/,HAUGA,"Wardrobe with sliding doors , white , 118x55x199 cm",199.00€,https://www.ikea.com/de/en/images/products/hauga-wardrobe-with-sliding-doors-white__0898797_pe782657_s5.jpg?f=xxs,"A white HAUGA wardrobe with sliding doors, made of particleboard, fiberboard, and acrylic paint. It has a rectangular shape with a traditional design.",https://www.ikea.com/de/en/images/products/hauga-wardrobe-with-sliding-doors-white__0931942_pe791324_s5.jpg?f=xxs,Review: 4.3 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-bergsbo-wardrobe-white-white-s99502328/,PAX / BERGSBO,"Wardrobe , white/white , 150x60x201 cm",470.00€,https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-white-white__1193387_pe901433_s5.jpg?f=xxs,"White PAX wardrobe, open display with mesh baskets, shelves, and hanging rail, modern design.",https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-white-white__0258315_pe402310_s5.jpg?f=xxs,Review: 3 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/brimnes-wardrobe-with-3-doors-grey-70602804/,BRIMNES,"Wardrobe with 3 doors , grey , 117x50x190 cm",149.00€,https://www.ikea.com/de/en/images/products/brimnes-wardrobe-with-3-doors-grey__1411089_pe973078_s5.jpg?f=xxs,"BRIMNES grey wardrobe, mirror door, three sections, grey, rectangular, modern minimalist.",https://www.ikea.com/de/en/images/products/brimnes-wardrobe-with-3-doors-grey__1411050_pe973052_s5.jpg?f=xxs,Review: 4.7 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-forsand-wardrobe-combination-white-white-oak-effect-s39607253/,PAX / FORSAND,"Wardrobe combination , white white/oak effect , 185x60x201 cm",395.00€,https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-white-white-oak-effect__1443349_pe987125_s5.jpg?f=xxs,"PAX / FORSAND Wardrobe combination, white white/oak effect, 185x60x201 cm",https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-white-white-oak-effect__1466163_pe995266_s5.jpg?f=xxs,Review: 4.6 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/goempyssling-led-lighting-with-sensor-white-battery-operated-80602375/,GÖMPYSSLING,"LED lighting with sensor , white/battery-operated , 7 cm",4.00€,https://www.ikea.com/de/en/images/products/goempyssling-led-lighting-with-sensor-white-battery-operated__1469276_pe996466_s5.jpg?f=xxs,"GÖMPYSSLING LED lighting with sensor, white/battery-operated, 7 cm",https://www.ikea.com/de/en/images/products/goempyssling-led-lighting-with-sensor-white-battery-operated__1495861_pe1005171_s5.jpg?f=xxs,Review: 4.1 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/brimnes-wardrobe-with-3-doors-black-60407577/,BRIMNES,"Wardrobe with 3 doors , black , 117x50x190 cm",149.00€,https://www.ikea.com/de/en/images/products/brimnes-wardrobe-with-3-doors-black__0428307_pe583468_s5.jpg?f=xxs,"BRIMNES: black 3-door wardrobe with centre mirror, fiberboard & glass, rectangular, modern design.",https://www.ikea.com/de/en/images/products/brimnes-wardrobe-with-3-doors-black__0746971_pe744297_s5.jpg?f=xxs,Review: 4.4 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-hasvik-wardrobe-combination-white-white-s79503003/,PAX / HASVIK,"Wardrobe combination , white/white , 150x43x201 cm",347.00€,https://www.ikea.com/de/en/images/products/pax-hasvik-wardrobe-combination-white-white__1190107_pe900094_s5.jpg?f=xxs,"A white PAX wardrobe with sliding doors and storage baskets, ideal for compact spaces.",https://www.ikea.com/de/en/images/products/pax-hasvik-wardrobe-combination-white-white__1183059_pe897412_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/vihals-wardrobe-with-2-doors-white-60483255/,VIHALS,"Wardrobe with 2 doors , white , 105x57x200 cm",199.00€,https://www.ikea.com/de/en/images/products/vihals-wardrobe-with-2-doors-white__1070907_pe854805_s5.jpg?f=xxs,"A white VIHALS wardrobe with a full-length mirror door, featuring a sleek, modern design made from renewable materials.",https://www.ikea.com/de/en/images/products/vihals-wardrobe-with-2-doors-white__1048403_pe843715_s5.jpg?f=xxs,Review: 4.6 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/vihals-wardrobe-combination-white-mirror-glass-s49442186/,VIHALS,"Wardrobe combination , white/mirror glass , 245x57x200 cm",398.00€,https://www.ikea.com/de/en/images/products/vihals-wardrobe-combination-white-mirror-glass__1177293_pe895284_s5.jpg?f=xxs,"White VIHALS furniture set with wardrobe, mirrored chest, modern design.",https://www.ikea.com/de/en/images/products/vihals-wardrobe-combination-white-mirror-glass__1146475_pe883021_s5.jpg?f=xxs,Review: 4.9 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-tyssedal-wardrobe-combination-white-white-s69552796/,PAX / TYSSEDAL,"Wardrobe combination , white/white , 300x60x236 cm",2040.00€,https://www.ikea.com/de/en/images/products/pax-tyssedal-wardrobe-combination-white-white__0780670_pe760168_s5.jpg?f=xxs,"A white ikea PAX wardrobe with open doors, displaying storage shelves and compartments.",https://www.ikea.com/de/en/images/products/pax-tyssedal-wardrobe-combination-white-white__0780668_pe760173_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/radmansoe-wardrobe-brown-walnut-effect-70593606/,RÅDMANSÖ,"Wardrobe , brown walnut effect , 118x64x190 cm",299.00€,https://www.ikea.com/de/en/images/products/radmansoe-wardrobe-brown-walnut-effect__1384140_pe962861_s5.jpg?f=xxs,"Wooden RÅDMANSÖ wardrobe with dark blue interior, 4 drawers, mid-century design, black metal legs.",https://www.ikea.com/de/en/images/products/radmansoe-wardrobe-brown-walnut-effect__1515835_pe1011634_s5.jpg?f=xxs,Review: 4.4 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/rakkestad-wardrobe-with-sliding-doors-black-brown-60453767/,RAKKESTAD,"Wardrobe with sliding doors , black-brown , 117x176 cm",199.00€,https://www.ikea.com/de/en/images/products/rakkestad-wardrobe-with-sliding-doors-black-brown__0823992_pe776023_s5.jpg?f=xxs,"A black RAKKESTAD wardrobe with sliding doors. It has a sleek, rectangular design with dark wood finish.",https://www.ikea.com/de/en/images/products/rakkestad-wardrobe-with-sliding-doors-black-brown__0998401_pe823024_s5.jpg?f=xxs,Review: 4.1 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-wardrobe-white-s49502632/,PAX,"Wardrobe , white , 175x58x201 cm",347.00€,https://www.ikea.com/de/en/images/products/pax-wardrobe-white__0383291_pe557275_s5.jpg?f=xxs,White modular wardrobe set with shelves and drawers.,https://www.ikea.com/de/en/images/products/pax-wardrobe-white__0915674_ph145071_s5.jpg?f=xxs,Review: 3 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/gursken-wardrobe-light-beige-20486326/,GURSKEN,"Wardrobe , light beige , 49x55x186 cm",59.00€,https://www.ikea.com/de/en/images/products/gursken-wardrobe-light-beige__0923964_pe788459_s5.jpg?f=xxs,"GURSKEN beige wardrobe, rectangular, with one door, simple design.",https://www.ikea.com/de/en/images/products/gursken-wardrobe-light-beige__0970279_pe811018_s5.jpg?f=xxs,Review: 4.5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/brimnes-wardrobe-with-2-doors-black-80400476/,BRIMNES,"Wardrobe with 2 doors , black , 78x50x190 cm",99.99€,https://www.ikea.com/de/en/images/products/brimnes-wardrobe-with-2-doors-black__0417153_pe574714_s5.jpg?f=xxs,"A black, tall, rectangular BRIMNES wardrobe with two doors and vertical handles. It is made of fibreboard and particleboard.",https://www.ikea.com/de/en/images/products/brimnes-wardrobe-with-2-doors-black__0796450_pe766371_s5.jpg?f=xxs,Review: 4.4 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/platsa-wardrobe-with-1-door-white-fonnes-white-s39425366/,PLATSA,"Wardrobe with 1 door , white/Fonnes white , 90-107x42x181 cm",134.00€,https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-1-door-white-fonnes-white__1017856_pe830961_s5.jpg?f=xxs,"A white PLATSA wardrobe with three shelves. Its sleek, minimalist, and made from particleboard.",https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-1-door-white-fonnes-white__1237269_pe917885_s5.jpg?f=xxs,Review: 2.6 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-bergsbo-wardrobe-combination-white-white-s19503119/,PAX / BERGSBO,"Wardrobe combination , white/white , 150x60x201 cm",370.00€,https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-combination-white-white__1197821_pe903768_s5.jpg?f=xxs,"A white ikea PAX wardrobe with open doors, revealing empty shelves inside. Its minimalistic and modern, ideal for storage.",https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-combination-white-white__1160802_pe889105_s5.jpg?f=xxs,
https://www.ikea.com/de/en/p/pax-forsand-wardrobe-combination-grey-beige-grey-beige-s19581471/,PAX / FORSAND,"Wardrobe combination , grey-beige/grey-beige , 200x60x236 cm",570.00€,https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-grey-beige-grey-beige__1401416_pe969034_s5.jpg?f=xxs,"White PAX wardrobe: 2-door, 3-shelf, 3-drawer unit, beige, modern minimalist design.",,
https://www.ikea.com/de/en/p/pax-grimo-wardrobe-combination-white-white-s19482169/,PAX / GRIMO,"Wardrobe combination , white/white , 150x60x201 cm",370.00€,https://www.ikea.com/de/en/images/products/pax-grimo-wardrobe-combination-white-white__1024714_pe833639_s5.jpg?f=xxs,"A white ikea PAX wardrobe with open doors, revealing empty shelves and a hanging rod.",,Review: 4.3 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-forsand-wardrobe-combination-white-white-s69520507/,PAX / FORSAND,"Wardrobe combination , white/white , 150x60x201 cm",425.00€,https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-white-white__0573416_pe667763_s5.jpg?f=xxs,"This image shows a white ikea PAX wardrobe with open doors, revealing shelves and mesh baskets.",https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-white-white__0258315_pe402310_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/bruksvara-wardrobe-with-sliding-doors-oak-60575882/,BRUKSVARA,"Wardrobe with sliding doors , oak , 80x191 cm",99.00€,https://www.ikea.com/de/en/images/products/bruksvara-wardrobe-with-sliding-doors-oak__1264935_pe927469_s5.jpg?f=xxs,Sliding oak wardrobe with storage,https://www.ikea.com/de/en/images/products/bruksvara-wardrobe-with-sliding-doors-oak__1265896_pe927836_s5.jpg?f=xxs,
https://www.ikea.com/de/en/p/bergsbo-pair-of-sliding-doors-white-40525303/,BERGSBO,"Pair of sliding doors , white , 200x236 cm",320.00€,https://www.ikea.com/de/en/images/products/bergsbo-pair-of-sliding-doors-white__0999963_pe824014_s5.jpg?f=xxs,"BERGSBO white sliding door, fiberboard & foil, modern square design, space-saving.",https://www.ikea.com/de/en/images/products/bergsbo-pair-of-sliding-doors-white__1212238_pe910539_s5.jpg?f=xxs,Review: 4.2 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-bergsbo-wardrobe-white-white-s09503011/,PAX / BERGSBO,"Wardrobe , white/white , 100x60x201 cm",230.00€,https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-white-white__1197437_pe903526_s5.jpg?f=xxs,"A white ikea PAX wardrobe with one door open, revealing empty shelves and a hanging rod.",https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-white-white__1161538_pe889459_s5.jpg?f=xxs,Review: 4.3 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-forsand-wardrobe-combination-grey-beige-grey-beige-s99626244/,PAX / FORSAND,"Wardrobe combination , grey-beige/grey-beige , 75x60x236 cm",222.00€,https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-grey-beige-grey-beige__1515379_pe1011396_s5.jpg?f=xxs,An open light beige PAX wardrobe with shelves and a hanging rod inside.,https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-grey-beige-grey-beige__1515378_pe1011397_s5.jpg?f=xxs,Review: 4.8 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/jonaxel-storage-combination-white-s89297130/,JONAXEL,"Storage combination , white , 25x51x70 cm",31.00€,https://www.ikea.com/de/en/images/products/jonaxel-storage-combination-white__0703688_pe732250_s5.jpg?f=xxs,White JONAXEL storage shelf with five wire baskets.,https://www.ikea.com/de/en/images/products/jonaxel-storage-combination-white__0703685_pe732249_s5.jpg?f=xxs,Review: 4.4 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/smastad-platsa-wardrobe-white-lilac-with-3-shelves-s39546523/,SMÅSTAD / PLATSA,"Wardrobe , white lilac/with 3 shelves , 60x57x123 cm",150.00€,https://www.ikea.com/de/en/images/products/smastad-platsa-wardrobe-white-lilac-with-3-shelves__1240254_pe919242_s5.jpg?f=xxs,"A SMÅSTAD cabinet with two open purple doors, displaying three shelves inside. It stands on adjustable feet and has a modern, child-friendly design.",https://www.ikea.com/de/en/images/products/smastad-platsa-wardrobe-white-lilac-with-3-shelves__1266476_pe928268_s5.jpg?f=xxs,Review: 4.3 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-hasvik-wardrobe-combination-white-white-s89503168/,PAX / HASVIK,"Wardrobe combination , white/white , 150x66x201 cm",279.00€,https://www.ikea.com/de/en/images/products/pax-hasvik-wardrobe-combination-white-white__1190120_pe900103_s5.jpg?f=xxs,"An ikea PAX wardrobe in white with sliding doors, modern and minimalist design.",https://www.ikea.com/de/en/images/products/pax-hasvik-wardrobe-combination-white-white__1182062_pe896955_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-forsand-wardrobe-combination-white-white-s69502768/,PAX / FORSAND,"Wardrobe combination , white/white , 150x60x236 cm",375.00€,https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-white-white__1197032_pe903358_s5.jpg?f=xxs,"White ikea PAX wardrobe open, showing shelves and hanging rail. Minimalist design with metallic hinges.",https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-white-white__1219481_pe913417_s5.jpg?f=xxs,Review: 3.8 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/platsa-wardrobe-with-3-doors-white-fonnes-white-s19424339/,PLATSA,"Wardrobe with 3 doors , white/Fonnes white , 140x57x181 cm",293.00€,https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-3-doors-white-fonnes-white__1017860_pe830964_s5.jpg?f=xxs,White PLATSA storage cabinet with adjustable shelves and hanging rod.,https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-3-doors-white-fonnes-white__1237271_pe917887_s5.jpg?f=xxs,Review: 2.5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/platsa-wardrobe-with-4-doors-white-fonnes-white-s79425185/,PLATSA,"Wardrobe with 4 doors , white/Fonnes white , 160x57x181 cm",301.00€,https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-4-doors-white-fonnes-white__1052918_pe846527_s5.jpg?f=xxs,"Ikea PLATSA: white, tall wardrobe with open doors showing empty space, hanging rod, and shelves. Simple, modern design.",https://www.ikea.com/de/en/images/products/platsa-wardrobe-with-4-doors-white-fonnes-white__1052917_pe846526_s5.jpg?f=xxs,Review: 4 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-bergsbo-wardrobe-combination-white-frosted-glass-s49568393/,PAX / BERGSBO,"Wardrobe combination , white/frosted glass , 200x38x201 cm",535.00€,https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-combination-white-frosted-glass__0800911_pe768060_s5.jpg?f=xxs,"White PAX wardrobe, open, glass doors, shelves, rail, mesh basket.",https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-combination-white-frosted-glass__0758455_pe749752_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/smagoera-wardrobe-white-10460888/,SMÅGÖRA,"Wardrobe , white , 80x50x187 cm",159.00€,https://www.ikea.com/de/en/images/products/smagoera-wardrobe-white__0772938_pe756155_s5.jpg?f=xxs,"A white SMÅGÖRA wardrobe. Its a tall, rectangular cabinet with double doors, featuring black knobs and rounded edges for safety.",https://www.ikea.com/de/en/images/products/smagoera-wardrobe-white__0916973_ph168196_s5.jpg?f=xxs,Review: 4.5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/kronoeren-open-wardrobe-pine-40610805/,KRONÖREN,"Open wardrobe , pine , 90x49x181 cm",49.00€,https://www.ikea.com/de/en/images/products/kronoeren-open-wardrobe-pine__1486666_pe1002500_s5.jpg?f=xxs,"KRONÖREN Open wardrobe, pine, 90x49x181 cm",https://www.ikea.com/de/en/images/products/kronoeren-open-wardrobe-pine__1486665_pe1002501_s5.jpg?f=xxs,
https://www.ikea.com/de/en/p/pax-bergsbo-wardrobe-combination-white-white-white-s89606859/,PAX / BERGSBO,"Wardrobe combination , white white/white , 120x60x201 cm",290.00€,https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-combination-white-white-white__1442831_pe986961_s5.jpg?f=xxs,"PAX / BERGSBO Wardrobe combination, white white/white, 120x60x201 cm",https://www.ikea.com/de/en/images/products/pax-bergsbo-wardrobe-combination-white-white-white__1466636_pe995540_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-forsand-wardrobe-combination-dark-grey-white-stained-oak-effect-dark-grey-s69503145/,PAX / FORSAND,"Wardrobe combination , dark grey/white stained oak effect dark grey , 250x60x201 cm",775.00€,https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-dark-grey-white-stained-oak-effect-dark-grey__1197423_pe903515_s5.jpg?f=xxs,"Modern gray PAX wardrobe, opens wide, shelves and drawers inside.",https://www.ikea.com/de/en/images/products/pax-forsand-wardrobe-combination-dark-grey-white-stained-oak-effect-dark-grey__1434940_pe983648_s5.jpg?f=xxs,Review: 5 out of 5 stars. Total reviews:
https://www.ikea.com/de/en/p/pax-tyssedal-wardrobe-combination-white-white-s89590090/,PAX / TYSSEDAL,"Wardrobe combination , white/white , 300x60x236 cm",1740.00€,https://www.ikea.com/de/en/images/products/pax-tyssedal-wardrobe-combination-white-white__1080127_pe857885_s5.jpg?f=xxs,"This image shows a white ikea PAX wardrobe. It has multiple compartments, drawers, and shelves for storage, featuring a clean, minimalist design.",https://www.ikea.com/de/en/images/products/pax-tyssedal-wardrobe-combination-white-white__1103479_pe867284_s5.jpg?f=xxs,
